================================================================================
FAILED PREDICTIONS REPORT
================================================================================
Total Failures: 12185

Image Only Failed: 11234
Radar Only Failed: 951
Both Failed: 0

--------------------------------------------------------------------------------
Filename                                 | Truth      | Img Pred   | Rad Pred   | Img Conf   | Rad Conf  
Sample_7711                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7712                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7713                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7714                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7715                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7716                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7717                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7718                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7719                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7720                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7721                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7722                              | Person     | Cyclist    | Person     | 99.96%     | 99.99%    
Sample_7723                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7724                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7725                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7726                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7727                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7728                              | Person     | Cyclist    | Person     | 99.96%     | 99.99%    
Sample_7729                              | Person     | Cyclist    | Person     | 99.96%     | 99.99%    
Sample_7730                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7731                              | Person     | Cyclist    | Person     | 99.96%     | 99.98%    
Sample_7732                              | Person     | Cyclist    | Person     | 99.96%     | 99.26%    
Sample_7733                              | Person     | Cyclist    | Person     | 99.96%     | 99.87%    
Sample_7734                              | Person     | Cyclist    | Person     | 99.96%     | 99.92%    
Sample_7735                              | Person     | Cyclist    | Person     | 99.96%     | 99.93%    
Sample_7736                              | Person     | Cyclist    | Person     | 99.96%     | 99.92%    
Sample_7737                              | Person     | Cyclist    | Person     | 99.96%     | 98.64%    
Sample_7738                              | Person     | Cyclist    | Person     | 99.96%     | 99.83%    
Sample_7739                              | Person     | Cyclist    | Person     | 99.96%     | 99.74%    
Sample_7740                              | Person     | Cyclist    | Person     | 99.96%     | 99.55%    
Sample_7741                              | Person     | Cyclist    | Person     | 99.96%     | 99.91%    
Sample_7742                              | Person     | Cyclist    | Person     | 99.95%     | 99.77%    
Sample_7743                              | Person     | Cyclist    | Person     | 99.95%     | 99.91%    
Sample_7744                              | Person     | Cyclist    | Person     | 99.95%     | 99.89%    
Sample_7745                              | Person     | Cyclist    | Person     | 99.95%     | 99.48%    
Sample_7746                              | Person     | Cyclist    | Person     | 99.95%     | 99.96%    
Sample_7747                              | Person     | Cyclist    | Person     | 99.95%     | 99.99%    
Sample_7748                              | Person     | Cyclist    | Person     | 99.95%     | 99.96%    
Sample_7749                              | Person     | Cyclist    | Person     | 99.95%     | 99.99%    
Sample_7750                              | Person     | Cyclist    | Person     | 99.95%     | 99.98%    
Sample_7751                              | Person     | Cyclist    | Person     | 99.95%     | 99.98%    
Sample_7752                              | Person     | Cyclist    | Person     | 99.95%     | 99.99%    
Sample_7753                              | Person     | Cyclist    | Person     | 99.95%     | 99.91%    
Sample_7754                              | Person     | Cyclist    | Person     | 99.95%     | 99.96%    
Sample_7755                              | Person     | Cyclist    | Person     | 99.95%     | 99.96%    
Sample_7756                              | Person     | Cyclist    | Person     | 99.95%     | 99.99%    
Sample_7757                              | Person     | Cyclist    | Person     | 99.95%     | 100.00%   
Sample_7758                              | Person     | Cyclist    | Person     | 99.95%     | 100.00%   
Sample_7759                              | Person     | Cyclist    | Person     | 99.95%     | 100.00%   
Sample_7760                              | Person     | Cyclist    | Person     | 99.95%     | 100.00%   
Sample_7761                              | Person     | Cyclist    | Person     | 99.95%     | 100.00%   
Sample_7762                              | Person     | Cyclist    | Person     | 99.95%     | 100.00%   
Sample_7763                              | Person     | Cyclist    | Person     | 99.95%     | 100.00%   
Sample_7764                              | Person     | Cyclist    | Person     | 99.95%     | 100.00%   
Sample_7765                              | Person     | Cyclist    | Person     | 99.95%     | 100.00%   
Sample_7766                              | Person     | Cyclist    | Person     | 99.95%     | 99.99%    
Sample_7767                              | Person     | Cyclist    | Person     | 99.95%     | 100.00%   
Sample_7768                              | Person     | Cyclist    | Person     | 99.95%     | 100.00%   
Sample_7769                              | Person     | Cyclist    | Person     | 99.95%     | 100.00%   
Sample_7770                              | Person     | Cyclist    | Person     | 99.95%     | 100.00%   
Sample_7771                              | Person     | Cyclist    | Person     | 99.95%     | 100.00%   
Sample_7772                              | Person     | Cyclist    | Person     | 99.95%     | 100.00%   
Sample_7773                              | Person     | Cyclist    | Person     | 99.95%     | 99.99%    
Sample_7774                              | Person     | Cyclist    | Person     | 99.95%     | 99.99%    
Sample_7775                              | Person     | Cyclist    | Person     | 99.95%     | 99.99%    
Sample_7776                              | Person     | Cyclist    | Person     | 99.95%     | 99.95%    
Sample_7777                              | Person     | Cyclist    | Person     | 99.95%     | 99.87%    
Sample_7778                              | Person     | Cyclist    | Person     | 99.95%     | 99.88%    
Sample_7779                              | Person     | Cyclist    | Person     | 99.95%     | 99.46%    
Sample_7780                              | Person     | Cyclist    | Person     | 99.95%     | 97.41%    
Sample_7781                              | Person     | Cyclist    | Person     | 99.96%     | 95.34%    
Sample_7782                              | Person     | Cyclist    | Person     | 99.96%     | 94.70%    
Sample_7783                              | Person     | Cyclist    | Person     | 99.95%     | 96.71%    
Sample_7784                              | Person     | Cyclist    | Person     | 99.95%     | 96.22%    
Sample_7785                              | Person     | Cyclist    | Person     | 99.95%     | 96.91%    
Sample_7786                              | Person     | Cyclist    | Person     | 99.96%     | 84.25%    
Sample_7787                              | Person     | Cyclist    | Person     | 99.96%     | 96.28%    
Sample_7788                              | Person     | Cyclist    | Person     | 99.96%     | 98.28%    
Sample_7789                              | Person     | Cyclist    | Person     | 99.96%     | 94.32%    
Sample_7790                              | Person     | Cyclist    | Person     | 99.96%     | 95.90%    
Sample_7791                              | Person     | Cyclist    | Person     | 99.96%     | 92.72%    
Sample_7792                              | Person     | Cyclist    | Person     | 99.96%     | 86.99%    
Sample_7793                              | Person     | Cyclist    | Person     | 99.96%     | 98.10%    
Sample_7794                              | Person     | Cyclist    | Person     | 99.96%     | 87.28%    
Sample_7795                              | Person     | Cyclist    | Person     | 99.96%     | 98.21%    
Sample_7796                              | Person     | Cyclist    | Person     | 99.95%     | 98.27%    
Sample_7797                              | Person     | Cyclist    | Person     | 99.96%     | 97.25%    
Sample_7798                              | Person     | Cyclist    | Person     | 99.96%     | 99.55%    
Sample_7799                              | Person     | Cyclist    | Person     | 99.96%     | 79.15%    
Sample_7800                              | Person     | Cyclist    | Person     | 99.96%     | 96.17%    
Sample_7801                              | Person     | Cyclist    | Person     | 99.96%     | 96.54%    
Sample_7802                              | Person     | Cyclist    | Person     | 99.96%     | 93.35%    
Sample_7803                              | Person     | Cyclist    | Person     | 99.96%     | 95.33%    
Sample_7804                              | Person     | Cyclist    | Cyclist    | 99.96%     | 79.36%    
Sample_7805                              | Person     | Cyclist    | Person     | 99.96%     | 98.20%    
Sample_7806                              | Person     | Cyclist    | Cyclist    | 99.96%     | 86.54%    
Sample_7807                              | Person     | Cyclist    | Person     | 99.96%     | 67.44%    
Sample_7808                              | Person     | Cyclist    | Person     | 99.96%     | 54.07%    
Sample_7809                              | Person     | Cyclist    | Person     | 99.96%     | 87.67%    
Sample_7810                              | Person     | Cyclist    | Cyclist    | 99.96%     | 59.32%    
Sample_7811                              | Person     | Cyclist    | Person     | 99.96%     | 93.38%    
Sample_7812                              | Person     | Cyclist    | Person     | 99.96%     | 90.92%    
Sample_7813                              | Person     | Cyclist    | Cyclist    | 99.96%     | 54.60%    
Sample_7814                              | Person     | Cyclist    | Person     | 99.96%     | 87.78%    
Sample_7815                              | Person     | Cyclist    | Person     | 99.96%     | 87.60%    
Sample_7816                              | Person     | Cyclist    | Person     | 99.96%     | 82.79%    
Sample_7817                              | Person     | Cyclist    | Person     | 99.96%     | 59.57%    
Sample_7818                              | Person     | Cyclist    | Person     | 99.96%     | 91.78%    
Sample_7819                              | Person     | Cyclist    | Cyclist    | 99.96%     | 86.19%    
Sample_7820                              | Person     | Cyclist    | Cyclist    | 99.96%     | 88.47%    
Sample_7821                              | Person     | Cyclist    | Person     | 99.96%     | 95.16%    
Sample_7822                              | Person     | Cyclist    | Person     | 99.96%     | 77.83%    
Sample_7823                              | Person     | Cyclist    | Person     | 99.96%     | 89.61%    
Sample_7824                              | Person     | Cyclist    | Person     | 99.96%     | 80.35%    
Sample_7825                              | Person     | Cyclist    | Person     | 99.96%     | 50.74%    
Sample_7826                              | Person     | Cyclist    | Cyclist    | 99.96%     | 74.05%    
Sample_7827                              | Person     | Cyclist    | Person     | 99.96%     | 80.29%    
Sample_7828                              | Person     | Cyclist    | Cyclist    | 99.96%     | 78.49%    
Sample_7829                              | Person     | Cyclist    | Person     | 99.96%     | 76.86%    
Sample_7830                              | Person     | Cyclist    | Cyclist    | 99.96%     | 51.86%    
Sample_7831                              | Person     | Cyclist    | Cyclist    | 99.96%     | 77.50%    
Sample_7832                              | Person     | Cyclist    | Person     | 99.96%     | 85.26%    
Sample_7833                              | Person     | Cyclist    | Person     | 99.96%     | 96.84%    
Sample_7834                              | Person     | Cyclist    | Person     | 99.96%     | 99.83%    
Sample_7835                              | Person     | Cyclist    | Person     | 99.96%     | 97.58%    
Sample_7836                              | Person     | Cyclist    | Person     | 99.96%     | 99.68%    
Sample_7837                              | Person     | Cyclist    | Person     | 99.96%     | 99.82%    
Sample_7838                              | Person     | Cyclist    | Person     | 99.96%     | 99.39%    
Sample_7839                              | Person     | Cyclist    | Person     | 99.96%     | 99.97%    
Sample_7840                              | Person     | Cyclist    | Person     | 99.96%     | 99.99%    
Sample_7841                              | Person     | Cyclist    | Person     | 99.96%     | 99.89%    
Sample_7842                              | Person     | Cyclist    | Person     | 99.96%     | 99.19%    
Sample_7843                              | Person     | Cyclist    | Person     | 99.96%     | 99.53%    
Sample_7844                              | Person     | Cyclist    | Person     | 99.96%     | 55.10%    
Sample_7845                              | Person     | Cyclist    | Person     | 99.96%     | 91.36%    
Sample_7846                              | Person     | Cyclist    | Person     | 99.96%     | 98.87%    
Sample_7847                              | Person     | Cyclist    | Person     | 99.96%     | 99.73%    
Sample_7848                              | Person     | Cyclist    | Person     | 99.96%     | 99.88%    
Sample_7849                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7850                              | Person     | Cyclist    | Person     | 99.96%     | 99.99%    
Sample_7851                              | Person     | Cyclist    | Person     | 99.96%     | 99.96%    
Sample_7852                              | Person     | Cyclist    | Person     | 99.96%     | 99.84%    
Sample_7853                              | Person     | Cyclist    | Person     | 99.96%     | 99.60%    
Sample_7854                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7855                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7856                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7857                              | Person     | Cyclist    | Person     | 99.96%     | 99.97%    
Sample_7858                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7859                              | Person     | Cyclist    | Person     | 99.96%     | 99.99%    
Sample_7860                              | Person     | Cyclist    | Person     | 99.96%     | 99.96%    
Sample_7861                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7862                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7863                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7864                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7865                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7866                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7867                              | Person     | Cyclist    | Person     | 99.96%     | 99.99%    
Sample_7868                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7869                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7870                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7871                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7872                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7873                              | Person     | Cyclist    | Person     | 99.96%     | 99.98%    
Sample_7874                              | Person     | Cyclist    | Person     | 99.96%     | 99.99%    
Sample_7875                              | Person     | Cyclist    | Person     | 99.96%     | 99.43%    
Sample_7876                              | Person     | Cyclist    | Person     | 99.96%     | 99.98%    
Sample_7877                              | Person     | Cyclist    | Person     | 99.96%     | 99.99%    
Sample_7878                              | Person     | Cyclist    | Person     | 99.96%     | 99.98%    
Sample_7879                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7880                              | Person     | Cyclist    | Person     | 99.96%     | 99.82%    
Sample_7881                              | Person     | Cyclist    | Person     | 99.96%     | 99.65%    
Sample_7882                              | Person     | Cyclist    | Person     | 99.96%     | 99.86%    
Sample_7883                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7884                              | Person     | Cyclist    | Person     | 99.96%     | 99.88%    
Sample_7885                              | Person     | Cyclist    | Person     | 99.96%     | 99.36%    
Sample_7886                              | Person     | Cyclist    | Person     | 99.96%     | 99.84%    
Sample_7887                              | Person     | Cyclist    | Person     | 99.96%     | 99.95%    
Sample_7888                              | Person     | Cyclist    | Person     | 99.96%     | 99.94%    
Sample_7889                              | Person     | Cyclist    | Person     | 99.96%     | 99.99%    
Sample_7890                              | Person     | Cyclist    | Person     | 99.96%     | 99.99%    
Sample_7891                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7892                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7893                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7894                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7895                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7896                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7897                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7898                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7899                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7900                              | Person     | Cyclist    | Person     | 99.96%     | 99.99%    
Sample_7901                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7902                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7903                              | Person     | Cyclist    | Person     | 99.96%     | 99.98%    
Sample_7904                              | Person     | Cyclist    | Person     | 99.96%     | 99.99%    
Sample_7905                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7906                              | Person     | Cyclist    | Person     | 99.96%     | 99.97%    
Sample_7907                              | Person     | Cyclist    | Person     | 99.96%     | 99.99%    
Sample_7908                              | Person     | Cyclist    | Person     | 99.96%     | 99.99%    
Sample_7909                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7910                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7911                              | Person     | Cyclist    | Person     | 99.96%     | 99.95%    
Sample_7912                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7913                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7914                              | Person     | Cyclist    | Person     | 99.96%     | 99.96%    
Sample_7915                              | Person     | Cyclist    | Person     | 99.96%     | 98.74%    
Sample_7916                              | Person     | Cyclist    | Person     | 99.96%     | 90.01%    
Sample_7917                              | Person     | Cyclist    | Person     | 99.96%     | 98.73%    
Sample_7918                              | Person     | Cyclist    | Person     | 99.96%     | 99.96%    
Sample_7919                              | Person     | Cyclist    | Person     | 99.96%     | 99.95%    
Sample_7920                              | Person     | Cyclist    | Person     | 99.96%     | 99.99%    
Sample_7921                              | Person     | Cyclist    | Person     | 99.96%     | 99.99%    
Sample_7922                              | Person     | Cyclist    | Person     | 99.96%     | 94.00%    
Sample_7923                              | Person     | Cyclist    | Person     | 99.96%     | 98.05%    
Sample_7924                              | Person     | Cyclist    | Person     | 99.96%     | 99.52%    
Sample_7925                              | Person     | Cyclist    | Person     | 99.96%     | 97.79%    
Sample_7926                              | Person     | Cyclist    | Person     | 99.96%     | 99.11%    
Sample_7927                              | Person     | Cyclist    | Person     | 99.96%     | 99.40%    
Sample_7928                              | Person     | Cyclist    | Person     | 99.96%     | 99.87%    
Sample_7929                              | Person     | Cyclist    | Person     | 99.96%     | 99.99%    
Sample_7930                              | Person     | Cyclist    | Person     | 99.96%     | 99.58%    
Sample_7931                              | Person     | Cyclist    | Person     | 99.96%     | 99.38%    
Sample_7932                              | Person     | Cyclist    | Person     | 99.96%     | 98.69%    
Sample_7933                              | Person     | Cyclist    | Person     | 99.96%     | 86.47%    
Sample_7934                              | Person     | Cyclist    | Person     | 99.96%     | 99.90%    
Sample_7935                              | Person     | Cyclist    | Person     | 99.96%     | 99.59%    
Sample_7936                              | Person     | Cyclist    | Person     | 99.96%     | 99.22%    
Sample_7937                              | Person     | Cyclist    | Person     | 99.96%     | 99.79%    
Sample_7938                              | Person     | Cyclist    | Person     | 99.96%     | 99.97%    
Sample_7939                              | Person     | Cyclist    | Person     | 99.96%     | 99.80%    
Sample_7940                              | Person     | Cyclist    | Person     | 99.96%     | 99.96%    
Sample_7941                              | Person     | Cyclist    | Person     | 99.96%     | 99.98%    
Sample_7942                              | Person     | Cyclist    | Person     | 99.96%     | 99.98%    
Sample_7943                              | Person     | Cyclist    | Person     | 99.96%     | 99.85%    
Sample_7944                              | Person     | Cyclist    | Person     | 99.96%     | 99.96%    
Sample_7945                              | Person     | Cyclist    | Person     | 99.96%     | 99.92%    
Sample_7946                              | Person     | Cyclist    | Person     | 99.96%     | 99.90%    
Sample_7947                              | Person     | Cyclist    | Person     | 99.96%     | 99.86%    
Sample_7948                              | Person     | Cyclist    | Person     | 99.96%     | 99.91%    
Sample_7949                              | Person     | Cyclist    | Person     | 99.96%     | 97.89%    
Sample_7950                              | Person     | Cyclist    | Person     | 99.96%     | 99.39%    
Sample_7951                              | Person     | Cyclist    | Person     | 99.96%     | 98.64%    
Sample_7952                              | Person     | Cyclist    | Person     | 99.95%     | 99.74%    
Sample_7953                              | Person     | Cyclist    | Person     | 99.96%     | 99.76%    
Sample_7954                              | Person     | Cyclist    | Person     | 99.95%     | 99.75%    
Sample_7955                              | Person     | Cyclist    | Person     | 99.96%     | 99.97%    
Sample_7956                              | Person     | Cyclist    | Person     | 99.96%     | 92.66%    
Sample_7957                              | Person     | Cyclist    | Person     | 99.96%     | 98.28%    
Sample_7958                              | Person     | Cyclist    | Person     | 99.96%     | 99.41%    
Sample_7959                              | Person     | Cyclist    | Person     | 99.95%     | 96.59%    
Sample_7960                              | Person     | Cyclist    | Cyclist    | 99.95%     | 58.28%    
Sample_7961                              | Person     | Cyclist    | Person     | 99.95%     | 83.20%    
Sample_7962                              | Person     | Cyclist    | Person     | 99.95%     | 95.30%    
Sample_7963                              | Person     | Cyclist    | Person     | 99.95%     | 99.13%    
Sample_7964                              | Person     | Cyclist    | Person     | 99.95%     | 99.01%    
Sample_7965                              | Person     | Cyclist    | Person     | 99.96%     | 99.89%    
Sample_7966                              | Person     | Cyclist    | Person     | 99.95%     | 99.91%    
Sample_7967                              | Person     | Cyclist    | Person     | 99.96%     | 99.84%    
Sample_7968                              | Person     | Cyclist    | Person     | 99.96%     | 99.66%    
Sample_7969                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7970                              | Person     | Cyclist    | Person     | 99.96%     | 99.97%    
Sample_7971                              | Person     | Cyclist    | Person     | 99.96%     | 99.99%    
Sample_7972                              | Person     | Cyclist    | Person     | 99.96%     | 99.99%    
Sample_7973                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7974                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7975                              | Person     | Cyclist    | Person     | 99.96%     | 99.99%    
Sample_7976                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7977                              | Person     | Cyclist    | Person     | 99.96%     | 99.99%    
Sample_7978                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7979                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7980                              | Person     | Cyclist    | Person     | 99.96%     | 99.94%    
Sample_7981                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7982                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7983                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7984                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7985                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7986                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7987                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7988                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7989                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7990                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7991                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7992                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7993                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7994                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7995                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7996                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7997                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7998                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_7999                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_8000                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_8001                              | Person     | Cyclist    | Person     | 99.96%     | 99.99%    
Sample_8002                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_8003                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_8004                              | Person     | Cyclist    | Person     | 99.95%     | 99.99%    
Sample_8005                              | Person     | Cyclist    | Person     | 99.95%     | 100.00%   
Sample_8006                              | Person     | Cyclist    | Person     | 99.95%     | 99.96%    
Sample_8007                              | Person     | Cyclist    | Person     | 99.95%     | 100.00%   
Sample_8008                              | Person     | Cyclist    | Person     | 99.95%     | 100.00%   
Sample_8009                              | Person     | Cyclist    | Person     | 99.95%     | 100.00%   
Sample_8010                              | Person     | Cyclist    | Person     | 99.95%     | 99.98%    
Sample_8011                              | Person     | Cyclist    | Person     | 99.96%     | 99.97%    
Sample_8012                              | Person     | Cyclist    | Person     | 99.96%     | 99.98%    
Sample_8013                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_8014                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_8015                              | Person     | Cyclist    | Person     | 99.96%     | 99.96%    
Sample_8016                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_8017                              | Person     | Cyclist    | Person     | 99.96%     | 99.89%    
Sample_8018                              | Person     | Cyclist    | Person     | 99.96%     | 99.55%    
Sample_8019                              | Person     | Cyclist    | Person     | 99.96%     | 99.89%    
Sample_8020                              | Person     | Cyclist    | Person     | 99.96%     | 99.99%    
Sample_8021                              | Person     | Cyclist    | Person     | 99.95%     | 99.97%    
Sample_8022                              | Person     | Cyclist    | Person     | 99.96%     | 97.84%    
Sample_8023                              | Person     | Cyclist    | Person     | 99.96%     | 99.99%    
Sample_8024                              | Person     | Cyclist    | Person     | 99.96%     | 99.99%    
Sample_8025                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_8026                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_8027                              | Person     | Cyclist    | Person     | 99.95%     | 99.99%    
Sample_8028                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_8029                              | Person     | Cyclist    | Person     | 99.96%     | 65.03%    
Sample_8030                              | Person     | Cyclist    | Person     | 99.96%     | 99.97%    
Sample_8031                              | Person     | Cyclist    | Person     | 99.96%     | 99.97%    
Sample_8032                              | Person     | Cyclist    | Person     | 99.96%     | 99.99%    
Sample_8033                              | Person     | Cyclist    | Person     | 99.96%     | 99.96%    
Sample_8034                              | Person     | Cyclist    | Person     | 99.96%     | 99.95%    
Sample_8035                              | Person     | Cyclist    | Person     | 99.96%     | 99.80%    
Sample_8036                              | Person     | Cyclist    | Person     | 99.96%     | 99.62%    
Sample_8037                              | Person     | Cyclist    | Person     | 99.96%     | 99.63%    
Sample_8038                              | Person     | Cyclist    | Person     | 99.96%     | 99.09%    
Sample_8039                              | Person     | Cyclist    | Person     | 99.96%     | 98.30%    
Sample_8040                              | Person     | Cyclist    | Person     | 99.96%     | 99.82%    
Sample_8041                              | Person     | Cyclist    | Person     | 99.96%     | 99.13%    
Sample_8042                              | Person     | Cyclist    | Person     | 99.96%     | 99.49%    
Sample_8043                              | Person     | Cyclist    | Person     | 99.96%     | 97.19%    
Sample_8044                              | Person     | Cyclist    | Person     | 99.96%     | 99.91%    
Sample_8045                              | Person     | Cyclist    | Person     | 99.96%     | 94.19%    
Sample_8046                              | Person     | Cyclist    | Person     | 99.96%     | 90.46%    
Sample_8047                              | Person     | Cyclist    | Person     | 99.96%     | 98.75%    
Sample_8048                              | Person     | Cyclist    | Person     | 99.96%     | 98.37%    
Sample_8049                              | Person     | Cyclist    | Person     | 99.96%     | 96.90%    
Sample_8050                              | Person     | Cyclist    | Person     | 99.96%     | 69.33%    
Sample_8051                              | Person     | Cyclist    | Person     | 99.96%     | 96.79%    
Sample_8052                              | Person     | Cyclist    | Person     | 99.96%     | 99.77%    
Sample_8053                              | Person     | Cyclist    | Person     | 99.96%     | 99.80%    
Sample_8054                              | Person     | Cyclist    | Person     | 99.96%     | 99.21%    
Sample_8055                              | Person     | Cyclist    | Person     | 99.96%     | 90.09%    
Sample_8056                              | Person     | Cyclist    | Person     | 99.96%     | 90.28%    
Sample_8057                              | Person     | Cyclist    | Person     | 99.96%     | 75.74%    
Sample_8058                              | Person     | Cyclist    | Person     | 99.96%     | 99.30%    
Sample_8059                              | Person     | Cyclist    | Person     | 99.96%     | 99.29%    
Sample_8060                              | Person     | Cyclist    | Person     | 99.96%     | 99.00%    
Sample_8061                              | Person     | Cyclist    | Person     | 99.96%     | 99.92%    
Sample_8062                              | Person     | Cyclist    | Person     | 99.96%     | 99.46%    
Sample_8063                              | Person     | Cyclist    | Person     | 99.96%     | 99.39%    
Sample_8064                              | Person     | Cyclist    | Person     | 99.96%     | 99.87%    
Sample_8065                              | Person     | Cyclist    | Person     | 99.96%     | 99.16%    
Sample_8066                              | Person     | Cyclist    | Person     | 99.96%     | 99.75%    
Sample_8067                              | Person     | Cyclist    | Person     | 99.96%     | 97.96%    
Sample_8068                              | Person     | Cyclist    | Person     | 99.96%     | 99.87%    
Sample_8069                              | Person     | Cyclist    | Person     | 99.96%     | 99.96%    
Sample_8070                              | Person     | Cyclist    | Person     | 99.96%     | 99.99%    
Sample_8071                              | Person     | Cyclist    | Person     | 99.96%     | 100.00%   
Sample_8072                              | Person     | Cyclist    | Person     | 99.96%     | 99.91%    
Sample_8073                              | Person     | Cyclist    | Person     | 99.97%     | 99.02%    
Sample_8074                              | Person     | Cyclist    | Person     | 99.96%     | 98.80%    
